,Unnamed: 0.1,Unnamed: 0,customer_id,first_name,last_name,email,subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,subscription_start_date,subscription_end_date,csat_score,customer_age,gender,signup_source,payment_method,downgrade_history,subscription_status,Phone,full_name,churn_score,churn_risk
599,599,599,EC-2023-000600,Carolyn,Clark,carolyn_clark@outlook.com,Digital,Annual,No,0.55,3,2,Yes,0.53,18.5,Asia,Finance,0.76,1,Tablet,Auto,Newsletter Promo,0.12,52,0.78,2023-05-01 05:54:16.428250,2024-04-30 05:54:16.428250,3,49,Female,Web,PayPal,No,Cancelled,+91-8007441102,Carolyn Clark,0.98746175,Churned
600,600,600,EC-2023-000601,Nancy,Thompson,nancy_thompson@mail.com,Digital+Print,Monthly,Yes,4.81,9,1,No,0.05,-1.1,North America,Finance,0.33,0,Mobile,Auto,No Data,0.45,-76,0.56,2023-12-27 05:54:16.428252,2024-12-26 05:54:16.428252,2,50,Female,Web,Debit Card,No,Active,+1-617-291-4060,Nancy Thompson,6.0574992e-05,Low
601,601,601,EC-2023-000602,Rachel,Nelson,rachel_nelson@hotmail.com,Digital,Monthly,No,4.17,12,1,Yes,0.16,9.28,North America,Technology,0.35,1,Mobile,Auto,Retention Offer,0.61,44,-0.17,2023-01-05 05:54:16.428253,2024-01-05 05:54:16.428253,3,23,Female,Mobile App,Credit Card,No,Active,+1-271-643-6540,Rachel Nelson,0.0017675387,Low
602,602,602,EC-2024-000603,Michelle,Martinez,michelle_martinez@outlook.com,Espresso,Monthly,Yes,3.7,9,1,Yes,0.81,16.9,Europe,Environment,0.69,1,Mobile,Manual,Newsletter Promo,0.21,39,0.75,2024-07-05 05:54:16.428256,2025-07-05 05:54:16.428256,5,45,Female,Web,Credit Card,No,Active,+44-7300773282,Michelle Martinez,0.00048410232,Low
603,603,603,EC-2024-000604,William,Lewis,william_lewis@hotmail.com,Digital,Monthly,Yes,5.28,28,2,No,0.13,10.49,North America,Finance,0.37,1,Desktop,Auto,No Data,0.26,22,-0.45,2024-02-24 05:54:16.428257,2025-02-23 05:54:16.428257,1,25,Male,Web,Credit Card,No,Active,+1-521-789-4711,William Lewis,0.00058547576,Low
604,604,604,EC-2023-000605,Barbara,Nguyen,barbara_nguyen@hotmail.com,Digital+Print,Monthly,No,1.58,8,3,No,0.23,13.01,Asia,Environment,0.32,2,Desktop,Auto,Survey,0.38,79,-0.39,2023-11-09 05:54:16.428260,2024-11-08 05:54:16.428260,2,31,Female,Mobile App,Credit Card,No,Cancelled,+91-7448101389,Barbara Nguyen,0.9845099,Churned
605,605,605,EC-2023-000606,Lisa,Garcia,lisa_garcia@mail.com,Digital,Monthly,Yes,5.62,7,3,Yes,0.45,10.4,Asia,Politics,0.42,0,Mobile,Auto,Survey,0.17,-90,-0.23,2023-09-28 05:54:16.428262,2024-09-27 05:54:16.428262,2,20,Female,Mobile App,Credit Card,Yes,Active,+91-9325004225,Lisa Garcia,0.0092592165,Low
606,606,606,EC-2023-000607,Lisa,Campbell,lisa_campbell@hotmail.com,Digital,Monthly,No,4.4,2,2,No,0.52,7.33,North America,Environment,0.7,1,Mobile,Manual,No Data,0.25,-91,0.17,2023-06-24 05:54:16.428264,2024-06-23 05:54:16.428264,1,19,Female,Mobile App,Credit Card,Yes,Active,+1-600-809-2182,Lisa Campbell,0.0015038155,Low
607,607,607,EC-2023-000608,Chloe,Thomas,chloe_thomas@outlook.com,Digital,Annual,No,2.65,15,1,No,0.76,1.03,Europe,Technology,0.79,0,Desktop,Manual,No Data,0.59,-20,-0.46,2023-12-16 05:54:16.428266,2024-12-15 05:54:16.428266,2,39,Female,Mobile App,Credit Card,No,Active,+44-7853122138,Chloe Thomas,0.00011421754,Low
608,608,608,EC-2023-000609,Jacob,Wilson,jacob_wilson@gmail.com,Digital,Monthly,Yes,4.7,13,0,No,0.45,10.82,Asia,Finance,0.44,0,Desktop,Auto,Retention Offer,0.13,87,-0.6,2023-08-14 05:54:16.428268,2024-08-13 05:54:16.428268,5,50,Male,Web,Credit Card,Yes,Active,+91-8511367008,Jacob Wilson,1.7831784e-05,Low
609,609,609,EC-2023-000610,Sandra,Sanchez,sandra_sanchez@gmail.com,Digital+Print,Monthly,No,1.34,8,1,No,0.79,6.9,Asia,Technology,0.77,3,Desktop,Manual,No Data,0.3,-47,-0.46,2023-01-09 05:54:16.428270,2024-01-09 05:54:16.428270,2,60,Female,Mobile App,PayPal,No,Cancelled,+91-8819569816,Sandra Sanchez,0.9903216,Churned
610,610,610,EC-2024-000611,Laura,Gonzalez,laura_gonzalez@outlook.com,Digital,Annual,Yes,1.76,29,1,No,0.62,6.8,North America,Politics,0.43,3,Mobile,Auto,Retention Offer,0.34,8,-0.18,2024-10-05 05:54:16.428272,2025-10-05 05:54:16.428272,4,38,Other,Mobile App,PayPal,No,Active,+1-834-251-3754,Laura Gonzalez,0.010531724,Medium
611,611,611,EC-2022-000612,Laura,Williams,laura_williams@mail.com,Digital,Monthly,No,2.09,20,1,Yes,0.11,8.0,North America,Politics,0.73,0,Tablet,Manual,Newsletter Promo,0.21,-38,0.04,2022-10-24 05:54:16.428274,2023-10-24 05:54:16.428274,3,23,Female,Web,Debit Card,Yes,Cancelled,+1-998-357-6376,Laura Williams,0.9964908,Churned
612,612,612,EC-2022-000613,Margaret,Wright,margaret_wright@icloud.com,Digital,Monthly,No,2.21,10,0,Yes,0.16,16.98,Europe,Politics,0.59,1,Mobile,Auto,No Data,0.17,-81,-0.38,2022-12-01 05:54:16.428288,2023-12-01 05:54:16.428288,5,57,Female,Web,Credit Card,No,Active,+44-7715191180,Margaret Wright,0.0019531306,Low
613,613,613,EC-2024-000614,Nicholas,Wright,nicholas_wright@icloud.com,Digital,Monthly,Yes,1.42,2,0,Yes,0.44,19.62,Europe,Politics,0.76,0,Desktop,Auto,Newsletter Promo,0.3,-96,-0.61,2024-12-13 05:54:16.428292,2025-12-13 05:54:16.428292,1,24,Male,Mobile App,Credit Card,No,Cancelled,+44-7530614426,Nicholas Wright,0.6925887,Churned
614,614,614,EC-2024-000615,Sharon,Garcia,sharon_garcia@yahoo.com,Digital,Monthly,Yes,4.83,4,2,No,0.4,10.87,North America,Finance,1.0,0,Tablet,Auto,Retention Offer,0.25,-60,0.19,2024-03-17 05:54:16.428297,2025-03-17 05:54:16.428297,5,23,Female,Mobile App,PayPal,No,Active,+1-872-297-8141,Sharon Garcia,2.8676772e-05,Low
615,615,615,EC-2024-000616,Margaret,Green,margaret_green@outlook.com,Digital,Monthly,No,2.61,28,1,Yes,0.74,8.14,North America,Culture,0.96,2,Tablet,Auto,No Data,0.02,17,0.9,2024-07-24 05:54:16.428300,2025-07-24 05:54:16.428300,4,67,Female,Mobile App,PayPal,No,Cancelled,+1-284-283-7755,Margaret Green,0.9959189,Churned
616,616,616,EC-2024-000617,Jason,Nguyen,jason_nguyen@mail.com,Digital,Annual,Yes,3.53,9,1,No,0.58,5.29,Asia,Technology,0.3,3,Mobile,Auto,Newsletter Promo,0.06,-38,-0.21,2024-02-09 05:54:16.428305,2025-02-08 05:54:16.428305,2,61,Male,Web,Credit Card,No,Active,+91-9682076473,Jason Nguyen,8.715779e-06,Low
617,617,617,EC-2023-000618,Chloe,Lee,chloe_lee@yahoo.com,Espresso,Monthly,No,2.14,12,1,No,0.39,11.87,Europe,Politics,0.92,0,Mobile,Auto,Retention Offer,0.22,83,0.45,2023-06-22 05:54:16.428308,2024-06-21 05:54:16.428308,2,25,Female,Web,Credit Card,Yes,Active,+44-7291431574,Chloe Lee,0.0014827633,Low
618,618,618,EC-2022-000619,Jack,Roberts,jack_roberts@yahoo.com,Digital+Print,Monthly,Yes,0.27,3,1,No,0.17,17.13,Others,Culture,0.35,1,Mobile,Auto,Retention Offer,0.13,-69,0.0,2022-10-01 05:54:16.428310,2023-10-01 05:54:16.428310,5,41,Male,Web,Debit Card,No,Active,+74-9113419217,Jack Roberts,0.002241574,Low
619,619,619,EC-2024-000620,Paul,Garcia,paul_garcia@hotmail.com,Digital,Annual,Yes,3.41,23,2,No,0.23,9.01,Asia,Technology,0.97,1,Mobile,Auto,Newsletter Promo,0.21,-74,0.32,2024-08-01 05:54:16.428312,2025-08-01 05:54:16.428312,2,44,Male,Web,Credit Card,No,Active,+91-7056971442,Paul Garcia,5.240172e-05,Low
620,620,620,EC-2024-000621,Raymond,Gonzalez,raymond_gonzalez@outlook.com,Digital,Monthly,Yes,0.13,12,1,No,0.58,0.48,Others,Environment,0.5,1,Desktop,Auto,Retention Offer,0.38,-33,0.41,2024-02-13 05:54:16.428314,2025-02-12 05:54:16.428314,2,68,Male,Mobile App,Credit Card,No,Active,+76-6786918317,Raymond Gonzalez,0.008768103,Low
621,621,621,EC-2024-000622,Michelle,Flores,michelle_flores@yahoo.com,Espresso,Monthly,Yes,2.9,11,2,No,0.42,12.68,North America,Technology,0.57,0,Tablet,Manual,No Data,0.24,4,0.0,2024-09-13 05:54:16.428316,2025-09-13 05:54:16.428316,4,45,Female,Mobile App,Credit Card,No,Active,+1-598-802-6425,Michelle Flores,2.2978158e-05,Low
622,622,622,EC-2024-000623,Barbara,Martin,barbara_martin@icloud.com,Espresso,Monthly,Yes,0.95,4,2,No,0.51,13.94,Asia,Politics,0.36,1,Mobile,Manual,Newsletter Promo,0.52,75,-0.49,2024-12-23 05:54:16.428319,2025-12-23 05:54:16.428319,1,22,Female,Mobile App,Debit Card,No,Active,+91-9877026883,Barbara Martin,0.016737733,Medium
623,623,623,EC-2024-000624,Margaret,Gonzalez,margaret_gonzalez@hotmail.com,Digital,Annual,Yes,5.98,9,1,No,0.17,3.66,North America,Finance,0.38,1,Mobile,Manual,No Data,0.31,-94,-0.62,2024-08-02 05:54:16.428321,2025-08-02 05:54:16.428321,3,36,Female,Mobile App,Credit Card,No,Active,+1-732-227-2218,Margaret Gonzalez,4.840784e-06,Low
624,624,624,EC-2023-000625,Sandra,Smith,sandra_smith@yahoo.com,Digital,Monthly,Yes,4.37,27,3,Yes,0.66,10.71,Europe,Technology,0.81,1,Mobile,Manual,Retention Offer,0.37,73,0.58,2023-01-30 05:54:16.428323,2024-01-30 05:54:16.428323,5,26,Female,Web,PayPal,No,Cancelled,+44-7387357692,Sandra Smith,0.97459376,Churned
625,625,625,EC-2023-000626,Helen,Nelson,helen_nelson@mail.com,Digital+Print,Monthly,Yes,3.16,23,1,No,0.85,11.8,Europe,Politics,0.96,1,Desktop,Auto,No Data,0.18,2,0.32,2023-03-31 05:54:16.428325,2024-03-30 05:54:16.428325,1,42,Female,Mobile App,Credit Card,No,Active,+44-7689622096,Helen Nelson,0.00038697929,Low
626,626,626,EC-2022-000627,Janet,Wilson,janet_wilson@outlook.com,Digital+Print,Monthly,No,4.9,8,0,Yes,0.26,9.71,North America,Politics,0.73,2,Tablet,Auto,No Data,0.12,11,0.49,2022-12-29 05:54:16.428327,2023-12-29 05:54:16.428327,3,61,Female,Web,Credit Card,No,Active,+1-366-340-5229,Janet Wilson,0.0032226606,Low
627,627,627,EC-2023-000628,Margaret,Brown,margaret_brown@outlook.com,Digital+Print,Monthly,Yes,1.73,19,1,No,0.49,6.84,Asia,Politics,0.8,2,Mobile,Auto,No Data,0.4,45,0.34,2023-12-29 05:54:16.428329,2024-12-28 05:54:16.428329,1,64,Female,Web,Credit Card,No,Cancelled,+91-9888209464,Margaret Brown,0.9981027,Churned
628,628,628,EC-2023-000629,Rachel,Mitchell,rachel_mitchell@icloud.com,Digital,Monthly,Yes,3.82,6,0,No,0.98,14.06,Asia,Politics,0.83,2,Mobile,Auto,No Data,0.34,65,0.54,2023-10-29 05:54:16.428332,2024-10-28 05:54:16.428332,5,62,Female,Web,Credit Card,No,Active,+91-7946791406,Rachel Mitchell,4.552355e-05,Low
629,629,629,EC-2024-000630,Benjamin,Campbell,benjamin_campbell@hotmail.com,Digital,Monthly,Yes,3.3,1,1,Yes,0.33,8.39,North America,Finance,0.48,0,Desktop,Auto,Survey,0.02,2,0.11,2024-11-25 05:54:16.428334,2025-11-25 05:54:16.428334,4,30,Male,Referral,Debit Card,No,Active,+1-435-540-2972,Benjamin Campbell,7.787267e-05,Low
630,630,630,EC-2023-000631,Charles,Hall,charles_hall@yahoo.com,Digital+Print,Annual,Yes,3.4,21,1,No,0.6,4.06,Europe,Finance,0.33,2,Desktop,Manual,Newsletter Promo,0.3,92,-0.76,2023-07-12 05:54:16.428336,2024-07-11 05:54:16.428336,4,54,Male,Web,PayPal,No,Active,+44-7056338222,Charles Hall,4.1260297e-05,Low
631,631,631,EC-2022-000632,Carolyn,Mitchell,carolyn_mitchell@icloud.com,Digital,Monthly,Yes,4.91,23,0,No,0.09,1.8,North America,Politics,0.3,2,Mobile,Auto,No Data,0.13,-84,0.14,2022-10-05 05:54:16.428338,2023-10-05 05:54:16.428338,4,19,Female,Web,Credit Card,No,Active,+1-821-641-9807,Carolyn Mitchell,0.00025338892,Low
632,632,632,EC-2023-000633,Larry,Hill,larry_hill@gmail.com,Digital,Monthly,No,4.1,27,0,Yes,0.61,15.04,Europe,Technology,0.55,0,Desktop,Manual,No Data,0.51,-11,0.9,2023-03-19 05:54:16.428340,2024-03-18 05:54:16.428340,1,68,Male,Mobile App,Credit Card,No,Cancelled,+44-7852180834,Larry Hill,0.99557745,Churned
633,633,633,EC-2022-000634,Steven,Nelson,steven_nelson@hotmail.com,Digital,Annual,No,3.43,22,1,No,0.09,12.47,Asia,Technology,0.47,0,Tablet,Auto,Retention Offer,0.13,14,0.18,2022-11-12 05:54:16.428342,2023-11-12 05:54:16.428342,5,57,Male,Web,Credit Card,No,Active,+91-9058632098,Steven Nelson,0.021712575,Medium
634,634,634,EC-2025-000635,Lisa,Martin,lisa_martin@yahoo.com,Digital,Annual,Yes,0.52,6,1,Yes,0.96,10.35,North America,Politics,0.34,3,Desktop,Manual,Retention Offer,0.29,-15,-0.61,2025-04-10 05:54:16.428344,2026-04-10 05:54:16.428344,2,31,Female,Web,PayPal,No,Active,+1-989-724-2727,Lisa Martin,0.02572029,Medium
635,635,635,EC-2024-000636,Donna,Hall,donna_hall@hotmail.com,Digital,Monthly,Yes,1.56,7,1,No,0.72,8.24,Others,Politics,0.43,2,Desktop,Auto,Newsletter Promo,0.27,2,0.37,2024-02-29 05:54:16.428346,2025-02-28 05:54:16.428346,2,48,Other,Mobile App,Credit Card,No,Active,+89-4414425823,Donna Hall,0.016047426,Medium
636,636,636,EC-2022-000637,Betty,Walker,betty_walker@gmail.com,Digital+Print,Monthly,Yes,2.82,6,1,No,0.79,7.88,North America,Politics,0.39,2,Mobile,Auto,No Data,0.49,-19,1.08,2022-10-06 05:54:16.428349,2023-10-06 05:54:16.428349,4,23,Female,Web,Credit Card,No,Active,+1-421-722-1120,Betty Walker,8.341678e-05,Low
637,637,637,EC-2025-000638,Justin,King,justin_king@mail.com,Digital,Monthly,Yes,3.14,20,1,No,0.7,5.7,Europe,Finance,0.94,0,Desktop,Manual,Newsletter Promo,0.58,25,-0.28,2025-03-02 05:54:16.428351,2026-03-02 05:54:16.428351,1,42,Male,Referral,Credit Card,No,Active,+44-7967444145,Justin King,0.00053943775,Low
638,638,638,EC-2024-000639,Amanda,Nelson,amanda_nelson@yahoo.com,Espresso,Annual,Yes,1.3,22,2,No,0.59,8.27,Europe,Politics,0.4,2,Mobile,Auto,Retention Offer,0.31,-63,0.16,2024-03-02 05:54:16.428353,2025-03-02 05:54:16.428353,2,56,Female,Mobile App,Credit Card,Yes,Active,+44-7369933985,Amanda Nelson,0.0092872055,Low
639,639,639,EC-2023-000640,Catherine,Perez,catherine_perez@gmail.com,Digital,Annual,Yes,6.62,28,2,Yes,0.45,1.52,North America,Finance,0.68,2,Mobile,Auto,No Data,0.22,-9,0.24,2023-03-16 05:54:16.428355,2024-03-15 05:54:16.428355,1,63,Female,Web,Credit Card,No,Active,+1-628-625-1385,Catherine Perez,0.00055115455,Low
640,640,640,EC-2023-000641,Nicole,White,nicole_white@outlook.com,Digital,Monthly,No,5.27,13,1,Yes,0.86,7.06,North America,Technology,0.72,1,Mobile,Auto,No Data,0.43,-38,0.1,2023-10-29 05:54:16.428357,2024-10-28 05:54:16.428357,5,48,Female,Web,Credit Card,No,Active,+1-858-346-7881,Nicole White,0.002523213,Low
641,641,641,EC-2023-000642,Thomas,Torres,thomas_torres@hotmail.com,Digital,Annual,No,3.9,25,2,No,0.96,8.76,Asia,Finance,0.68,0,Mobile,Auto,Newsletter Promo,0.36,69,0.4,2023-05-07 05:54:16.428359,2024-05-06 05:54:16.428359,4,55,Male,Mobile App,Credit Card,No,Active,+91-9708454031,Thomas Torres,0.009938755,Low
642,642,642,EC-2023-000643,Samantha,Campbell,samantha_campbell@gmail.com,Digital,Monthly,Yes,3.11,18,3,No,0.5,12.44,Asia,Politics,0.37,1,Mobile,Auto,Newsletter Promo,0.15,35,-0.2,2023-01-06 05:54:16.428361,2024-01-06 05:54:16.428361,3,33,Female,Web,PayPal,No,Active,+91-8556944083,Samantha Campbell,0.015998311,Medium
643,643,643,EC-2023-000644,Jacob,Gonzalez,jacob_gonzalez@yahoo.com,Digital,Monthly,Yes,2.68,4,2,Yes,0.93,9.84,North America,Finance,0.52,3,Desktop,Auto,No Data,0.36,-71,0.31,2023-07-09 05:54:16.428363,2024-07-08 05:54:16.428363,4,44,Male,Mobile App,Debit Card,No,Active,+1-851-883-4957,Jacob Gonzalez,0.00036566722,Low
644,644,644,EC-2025-000645,Julie,Jones,julie_jones@outlook.com,Digital,Monthly,No,1.57,22,2,No,0.58,13.18,Europe,Technology,0.34,0,Desktop,Auto,Survey,0.38,-37,0.58,2025-01-17 05:54:16.428365,2026-01-17 05:54:16.428365,3,47,Female,Mobile App,Credit Card,No,Cancelled,+44-7189258395,Julie Jones,0.9999502,Churned
645,645,645,EC-2025-000646,Amy,Jackson,amy_jackson@gmail.com,Digital,Annual,Yes,3.12,24,2,No,0.54,15.4,North America,Culture,0.58,1,Desktop,Auto,No Data,0.38,-92,-0.12,2025-02-12 05:54:16.428367,2026-02-12 05:54:16.428367,2,21,Female,Mobile App,Credit Card,No,Active,+1-682-990-2038,Amy Jackson,4.8451846e-05,Low
646,646,646,EC-2022-000647,Karen,Nelson,karen_nelson@hotmail.com,Digital,Monthly,Yes,3.39,17,1,No,0.45,14.23,North America,Culture,0.43,3,Mobile,Auto,No Data,0.31,-44,0.4,2022-10-17 05:54:16.428369,2023-10-17 05:54:16.428369,3,56,Female,Mobile App,PayPal,Yes,Active,+1-589-554-4088,Karen Nelson,0.00030138888,Low
647,647,647,EC-2023-000648,Catherine,Anderson,catherine_anderson@mail.com,Digital,Annual,Yes,1.14,19,1,No,0.21,11.88,Europe,Technology,0.69,1,Mobile,Manual,Newsletter Promo,0.45,6,-0.19,2023-09-27 05:54:16.428371,2024-09-26 05:54:16.428371,1,33,Female,Mobile App,PayPal,No,Active,+44-7331127653,Catherine Anderson,0.0063276896,Low
648,648,648,EC-2025-000649,Betty,Young,betty_young@hotmail.com,Digital,Annual,Yes,3.5,11,0,Yes,0.0,10.05,North America,Finance,0.78,0,Desktop,Manual,Newsletter Promo,0.26,86,-0.69,2025-02-22 05:54:16.428374,2026-02-22 05:54:16.428374,3,53,Other,Web,Credit Card,No,Active,+1-322-610-5403,Betty Young,9.974172e-05,Low
649,649,649,EC-2023-000650,Richard,Wilson,richard_wilson@mail.com,Digital,Annual,Yes,2.77,22,2,Yes,0.24,6.08,Asia,Finance,0.67,1,Mobile,Auto,No Data,0.21,-6,-0.69,2023-02-04 05:54:16.428376,2024-02-04 05:54:16.428376,2,24,Male,Web,Credit Card,No,Active,+91-8257269819,Richard Wilson,0.0003199299,Low
650,650,650,EC-2023-000651,Anthony,Roberts,anthony_roberts@outlook.com,Digital,Monthly,No,0.14,16,0,No,0.51,12.96,Asia,Culture,0.6,1,Tablet,Auto,No Data,0.57,94,0.23,2023-04-26 05:54:16.428378,2024-04-25 05:54:16.428378,2,38,Male,Mobile App,PayPal,No,Cancelled,+91-7732969887,Anthony Roberts,0.9999449,Churned
651,651,651,EC-2024-000652,Joseph,Perez,joseph_perez@icloud.com,Digital,Monthly,Yes,1.71,12,0,No,0.38,16.72,Others,Politics,0.57,0,Mobile,Auto,No Data,0.6,-26,-0.94,2024-11-29 05:54:16.428380,2025-11-29 05:54:16.428380,4,19,Male,Web,Credit Card,No,Active,+23-4794429184,Joseph Perez,0.0048003127,Low
652,652,652,EC-2022-000653,Dorothy,Young,dorothy_young@icloud.com,Digital,Monthly,Yes,2.38,1,1,No,0.45,11.37,Europe,Environment,0.89,1,Desktop,Manual,No Data,0.18,-96,0.05,2022-11-09 05:54:16.428382,2023-11-09 05:54:16.428382,2,25,Female,Mobile App,Credit Card,No,Active,+44-7237630107,Dorothy Young,2.0853688e-05,Low
653,653,653,EC-2023-000654,Emma,Jackson,emma_jackson@gmail.com,Digital,Monthly,No,5.83,24,0,No,0.98,17.67,Others,Technology,0.45,0,Mobile,Manual,Survey,0.69,-6,-0.4,2023-03-05 05:54:16.428384,2024-03-04 05:54:16.428384,1,59,Female,Mobile App,PayPal,No,Cancelled,+39-5586024540,Emma Jackson,0.9936139,Churned
654,654,654,EC-2024-000655,Deborah,Hall,deborah_hall@yahoo.com,Digital+Print,Monthly,Yes,3.83,12,1,No,0.35,3.9,Europe,Technology,0.81,0,Desktop,Manual,Retention Offer,0.21,-97,-1.1,2024-02-17 05:54:16.428386,2025-02-16 05:54:16.428386,3,44,Female,Web,Credit Card,No,Active,+44-7582503025,Deborah Hall,2.2461383e-05,Low
655,655,655,EC-2023-000656,Chloe,Nguyen,chloe_nguyen@gmail.com,Digital,Annual,Yes,1.0,25,0,Yes,0.45,5.38,Europe,Politics,0.83,0,Desktop,Auto,Retention Offer,0.37,-93,0.34,2023-03-01 05:54:16.428388,2024-02-29 05:54:16.428388,5,19,Female,Web,PayPal,No,Cancelled,+44-7584471256,Chloe Nguyen,0.9643628,Churned
656,656,656,EC-2025-000657,Matthew,Adams,matthew_adams@yahoo.com,Digital,Monthly,Yes,3.73,6,0,No,0.13,13.42,Others,Technology,0.59,1,Tablet,Auto,Retention Offer,0.46,69,-0.7,2025-02-20 05:54:16.428390,2026-02-20 05:54:16.428390,2,23,Male,Mobile App,PayPal,Yes,Active,+42-7746612545,Matthew Adams,2.071427e-05,Low
657,657,657,EC-2024-000658,Frank,Martin,frank_martin@hotmail.com,Digital+Print,Monthly,Yes,0.68,27,1,No,0.05,11.06,Europe,Finance,0.51,1,Tablet,Auto,Newsletter Promo,0.24,62,1.15,2024-09-06 05:54:16.428392,2025-09-06 05:54:16.428392,3,21,Male,Mobile App,Credit Card,No,Cancelled,+44-7114924848,Frank Martin,0.99679834,Churned
658,658,658,EC-2023-000659,Jeffrey,Ramirez,jeffrey_ramirez@gmail.com,Digital,Monthly,No,4.62,9,0,No,0.78,15.26,North America,Politics,0.63,2,Mobile,Auto,Retention Offer,0.33,40,0.82,2023-05-15 05:54:16.428394,2024-05-14 05:54:16.428394,4,38,Male,Web,PayPal,Yes,Active,+1-755-343-9592,Jeffrey Ramirez,0.0021645082,Low
659,659,659,EC-2023-000660,Rachel,Flores,rachel_flores@outlook.com,Espresso,Monthly,Yes,2.29,22,2,No,0.57,9.94,Asia,Politics,0.37,2,Desktop,Auto,No Data,0.15,32,-0.03,2023-04-15 05:54:16.428396,2024-04-14 05:54:16.428396,5,18,Female,Mobile App,Credit Card,No,Active,+91-9764341741,Rachel Flores,0.00055735203,Low
660,660,660,EC-2023-000661,Michelle,Garcia,michelle_garcia@hotmail.com,Espresso,Monthly,Yes,2.86,5,0,No,0.76,6.53,Others,Culture,0.33,1,Mobile,Auto,Retention Offer,0.28,-61,-1.0,2023-06-24 05:54:16.428398,2024-06-23 05:54:16.428398,4,55,Female,Web,PayPal,No,Active,+28-8855869386,Michelle Garcia,1.7303453e-05,Low
661,661,661,EC-2025-000662,Stephanie,Thomas,stephanie_thomas@yahoo.com,Digital,Monthly,Yes,4.99,2,0,Yes,0.15,9.15,Asia,Finance,0.38,1,Desktop,Manual,Newsletter Promo,0.18,-82,0.15,2025-01-21 05:54:16.428400,2026-01-21 05:54:16.428400,1,29,Female,Web,PayPal,No,Active,+91-7981021330,Stephanie Thomas,8.020976e-05,Low
662,662,662,EC-2025-000663,Ronald,Hall,ronald_hall@yahoo.com,Digital,Annual,No,1.07,25,1,No,0.57,3.87,Europe,Finance,0.43,0,Mobile,Auto,Retention Offer,0.38,-19,0.92,2025-04-20 05:54:16.428402,2026-04-20 05:54:16.428402,4,44,Male,Web,Credit Card,No,Cancelled,+44-7132142695,Ronald Hall,0.9490974,Churned
663,663,663,EC-2022-000664,Anthony,Baker,anthony_baker@hotmail.com,Digital+Print,Monthly,Yes,0.9,2,0,Yes,0.25,5.49,Europe,Politics,0.65,0,Desktop,Manual,Survey,0.66,24,0.53,2022-10-15 05:54:16.428405,2023-10-15 05:54:16.428405,3,31,Male,Web,Credit Card,No,Cancelled,+44-7596510317,Anthony Baker,0.97682047,Churned
664,664,664,EC-2023-000665,Emily,Gonzalez,emily_gonzalez@outlook.com,Digital,Annual,Yes,2.12,17,1,No,0.23,13.89,Others,Technology,0.89,0,Tablet,Auto,No Data,0.69,-97,0.56,2023-12-12 05:54:16.428406,2024-12-11 05:54:16.428406,5,32,Female,Mobile App,Credit Card,No,Active,+47-9286753345,Emily Gonzalez,0.00014114084,Low
665,665,665,EC-2023-000666,Jonathan,Baker,jonathan_baker@hotmail.com,Digital,Annual,No,4.56,10,1,No,0.01,13.49,North America,Technology,0.46,0,Mobile,Manual,Survey,0.6,27,0.77,2023-03-30 05:54:16.428409,2024-03-29 05:54:16.428409,4,41,Male,Mobile App,Debit Card,No,Active,+1-979-920-4086,Jonathan Baker,0.0003802193,Low
666,666,666,EC-2023-000667,Scott,White,scott_white@mail.com,Espresso,Monthly,No,0.72,21,0,No,0.13,11.45,Europe,Technology,0.95,0,Mobile,Manual,Survey,0.34,86,-0.63,2023-12-26 05:54:16.428411,2024-12-25 05:54:16.428411,4,35,Male,Referral,Credit Card,No,Cancelled,+44-7162347943,Scott White,0.99989223,Churned
667,667,667,EC-2024-000668,Joshua,Rodriguez,joshua_rodriguez@gmail.com,Digital,Annual,Yes,0.0,19,1,No,0.31,3.12,North America,Finance,0.97,2,Mobile,Manual,No Data,0.26,45,0.54,2024-02-27 05:54:16.428413,2025-02-26 05:54:16.428413,1,34,Male,Web,Credit Card,No,Active,+1-417-990-2328,Joshua Rodriguez,0.00999678,Low
668,668,668,EC-2024-000669,Katherine,Rivera,katherine_rivera@yahoo.com,Digital,Monthly,Yes,2.32,4,1,No,0.12,8.57,Europe,Finance,0.97,0,Desktop,Manual,Newsletter Promo,0.18,51,0.97,2024-09-14 05:54:16.428415,2025-09-14 05:54:16.428415,3,26,Female,Referral,Debit Card,No,Active,+44-7292764573,Katherine Rivera,7.160784e-05,Low
669,669,669,EC-2023-000670,Andrew,Allen,andrew_allen@icloud.com,Digital,Annual,Yes,3.83,18,1,No,0.99,5.1,Europe,Technology,0.89,2,Mobile,Manual,Retention Offer,0.36,6,-0.31,2023-04-07 05:54:16.428417,2024-04-06 05:54:16.428417,4,64,Male,Mobile App,Credit Card,Yes,Active,+44-7295174514,Andrew Allen,2.1566402e-05,Low
